firm_id,scenario,firm_size,route_complexity_z,market_pressure_z,digital_maturity_z,trust_barrier_z,idle_capacity_risk_z,asset_pool_likert,shared_crossdock_likert,freight_sharing_likert,chartering_likert,asset_sharing_index,contract_sharing_index,horizontal_info_sharing,horizontal_joint_planning,horizontal_goal_alignment,horizontal_collaboration_index,empty_backhaul_rate,vehicle_utilization_rate,matching_success_rate,collaboration_events_per_month,service_level_on_time_rate,emissions_intensity_index,ai_coordination_score
514,baseline_sporadic,medium,0.838,-0.808,0.338,0.412,-0.418,2,1,4,2,1.5,3.0,4.0,5.0,3.11,4.2,0.14,0.821,0.77,7,0.873,0.917,0.0
515,baseline_sporadic,small,0.082,-0.83,-1.207,1.686,1.823,1,1,3,3,1.0,3.0,3.11,2.01,2.28,2.52,0.165,0.733,0.529,4,0.856,0.921,0.0
516,baseline_sporadic,small,-0.099,0.523,-1.075,-0.774,0.331,3,1,3,1,2.0,2.0,4.17,3.38,3.14,4.62,0.159,0.859,0.803,8,0.841,0.873,0.0
517,baseline_sporadic,small,0.919,0.418,1.676,-0.35,0.58,2,1,4,1,1.5,2.5,2.92,3.58,2.07,3.65,0.157,0.795,0.666,9,0.857,0.94,0.0
518,baseline_sporadic,medium,-0.29,1.402,-0.946,0.714,1.259,1,1,3,1,1.0,2.0,4.37,3.03,1.4,3.08,0.151,0.801,0.588,4,0.873,0.916,0.0
519,baseline_sporadic,large,0.267,0.65,-1.153,-0.286,1.196,2,1,3,2,1.5,2.5,4.87,3.93,1.79,3.32,0.212,0.734,0.637,5,0.855,0.971,0.0
520,baseline_sporadic,small,0.322,-1.503,1.137,-0.113,0.779,2,3,3,1,2.5,2.0,4.79,3.79,2.65,3.3,0.229,0.841,0.766,8,0.88,0.921,0.0
521,baseline_sporadic,small,-0.668,1.052,0.339,0.219,0.291,2,1,4,2,1.5,3.0,5.0,4.29,2.35,3.99,0.132,0.781,0.736,5,0.874,0.958,0.0
522,baseline_sporadic,small,0.992,-0.998,-0.938,-0.629,0.187,1,1,2,3,1.0,2.5,3.5,4.21,2.24,3.72,0.154,0.848,0.7,5,0.847,0.947,0.0
523,baseline_sporadic,large,-0.175,-0.384,0.217,-0.277,1.358,3,2,2,2,2.5,2.0,5.0,3.66,3.09,3.96,0.187,0.878,0.682,6,0.836,0.935,0.0
524,baseline_sporadic,medium,-0.756,0.25,-1.026,1.233,1.054,3,2,2,1,2.5,1.5,2.57,1.69,2.0,2.33,0.119,0.806,0.554,2,0.858,0.911,0.0
525,baseline_sporadic,medium,0.537,1.996,1.101,-0.577,0.243,1,2,3,3,1.5,3.0,4.95,3.74,1.94,3.24,0.144,0.862,0.747,8,0.856,0.935,0.0
526,baseline_sporadic,small,-0.898,2.5,1.061,-0.838,1.582,4,1,4,3,2.5,3.5,4.5,4.64,2.37,4.73,0.066,0.908,0.828,10,0.881,0.884,0.0
527,baseline_sporadic,small,0.028,0.607,0.532,0.033,0.371,2,3,1,2,2.5,1.5,4.15,3.67,2.52,3.37,0.129,0.825,0.628,5,0.849,0.922,0.0
528,baseline_sporadic,small,-0.009,-0.183,0.362,1.259,-0.352,3,3,3,2,3.0,2.5,4.21,2.99,2.65,2.37,0.131,0.889,0.604,7,0.851,0.94,0.0
529,baseline_sporadic,small,1.086,0.535,1.761,0.423,-0.259,2,1,1,2,1.5,1.5,3.7,3.07,2.18,3.46,0.171,0.649,0.773,7,0.884,0.986,0.0
530,baseline_sporadic,medium,0.475,0.888,-0.0,0.182,-0.479,2,1,2,2,1.5,2.0,4.35,2.89,3.16,2.58,0.185,0.769,0.586,5,0.861,0.905,0.0
531,baseline_sporadic,medium,-0.025,-0.321,-1.182,0.64,0.228,2,1,1,3,1.5,2.0,3.49,3.44,2.86,2.57,0.178,0.796,0.635,4,0.846,0.903,0.0
532,baseline_sporadic,large,0.818,1.795,0.449,-0.971,1.734,4,2,5,2,3.0,3.5,5.0,4.43,3.16,5.0,0.082,0.926,0.763,13,0.872,0.856,0.0
533,baseline_sporadic,large,1.39,0.23,2.086,1.045,-0.305,1,2,2,3,1.5,2.5,3.47,2.92,1.36,2.72,0.173,0.85,0.517,6,0.885,0.888,0.0
534,baseline_sporadic,small,0.558,0.498,-1.015,0.945,0.688,2,1,2,2,1.5,2.0,3.85,2.42,1.01,1.68,0.188,0.723,0.628,4,0.864,0.946,0.0
535,baseline_sporadic,medium,0.01,0.666,-0.361,0.232,-0.157,3,1,3,2,2.0,2.5,3.64,3.93,1.95,3.79,0.168,0.831,0.7,8,0.875,0.942,0.0
536,baseline_sporadic,medium,-1.312,0.422,0.416,1.505,0.24,3,3,3,1,3.0,2.0,4.28,2.87,2.3,2.98,0.122,0.799,0.734,6,0.852,0.909,0.0
537,baseline_sporadic,medium,-1.065,0.839,-0.054,-0.415,-1.01,4,1,2,1,2.5,1.5,5.0,4.74,3.35,5.0,0.156,0.937,0.736,7,0.887,0.889,0.0
538,baseline_sporadic,small,-0.305,-0.617,-0.982,1.615,0.279,1,2,3,1,1.5,2.0,1.75,3.4,1.84,1.88,0.197,0.779,0.524,4,0.902,0.983,0.0
539,baseline_sporadic,small,-0.61,-0.558,1.122,0.739,0.306,3,2,1,1,2.5,1.0,4.45,3.29,2.5,2.95,0.188,0.789,0.562,6,0.842,0.947,0.0
540,baseline_sporadic,small,-0.187,-1.1,2.32,0.297,1.04,3,1,2,1,2.0,1.5,5.0,3.02,1.81,2.79,0.217,0.797,0.758,2,0.838,0.953,0.0
541,baseline_sporadic,large,0.057,0.44,0.196,0.582,0.723,3,2,1,1,2.5,1.0,3.79,3.7,2.22,2.64,0.151,0.812,0.661,4,0.866,0.957,0.0
542,baseline_sporadic,small,0.53,0.779,-0.904,0.503,-0.698,2,1,1,1,1.5,1.0,3.61,3.72,2.22,2.25,0.199,0.753,0.498,5,0.872,0.951,0.0
543,baseline_sporadic,small,-0.07,0.458,-1.549,1.698,1.584,1,1,4,2,1.0,3.0,3.71,3.44,1.0,2.79,0.211,0.933,0.636,4,0.859,0.992,0.0
544,baseline_sporadic,small,0.487,1.674,0.258,-0.369,0.71,3,2,4,1,2.5,2.5,4.47,5.0,2.19,4.5,0.127,0.893,0.763,10,0.848,0.886,0.0
545,baseline_sporadic,small,0.064,-0.006,1.104,-0.086,0.698,2,2,2,1,2.0,1.5,4.27,4.13,2.65,3.95,0.084,0.799,0.641,8,0.864,0.961,0.0
546,baseline_sporadic,small,-1.975,0.669,0.475,1.533,0.491,1,2,4,2,1.5,3.0,2.61,4.22,1.98,3.21,0.11,0.866,0.668,5,0.878,0.872,0.0
547,baseline_sporadic,small,-0.939,-1.092,-0.002,0.064,-0.018,2,3,2,1,2.5,1.5,4.14,3.95,1.39,2.31,0.164,0.804,0.716,4,0.856,0.941,0.0
548,baseline_sporadic,small,-0.144,-0.387,-0.589,1.41,0.718,2,2,2,3,2.0,2.5,3.76,4.02,1.0,3.29,0.068,0.789,0.635,5,0.879,0.878,0.0
549,baseline_sporadic,small,-1.21,0.696,-1.092,2.129,0.976,3,1,2,2,2.0,2.0,3.13,2.39,1.29,1.58,0.2,0.817,0.552,7,0.88,0.978,0.0
550,baseline_sporadic,medium,0.6,0.849,0.835,0.238,-1.247,2,2,2,2,2.0,2.0,4.84,3.5,2.04,3.72,0.144,0.854,0.786,8,0.873,0.894,0.0
551,baseline_sporadic,small,1.531,-0.294,0.914,1.213,-0.039,3,4,2,3,3.5,2.5,3.65,4.24,1.58,2.99,0.157,0.83,0.752,6,0.865,0.927,0.0
552,baseline_sporadic,medium,1.219,-0.072,-1.546,-0.438,0.245,1,2,3,2,1.5,2.5,3.76,4.48,2.39,3.53,0.167,0.779,0.71,6,0.88,0.91,0.0
553,baseline_sporadic,small,-0.213,-1.518,1.59,1.279,0.756,2,4,2,1,3.0,1.5,5.0,3.81,2.12,3.47,0.112,0.904,0.561,5,0.847,0.931,0.0
554,baseline_sporadic,small,1.491,-0.357,0.574,0.779,1.693,2,3,3,3,2.5,3.0,4.15,4.95,2.59,5.0,0.1,0.828,0.749,8,0.85,0.879,0.0
555,baseline_sporadic,medium,0.149,0.89,1.4,1.026,-0.272,2,2,3,2,2.0,2.5,4.06,2.62,1.0,3.11,0.125,0.756,0.713,4,0.86,0.968,0.0
556,baseline_sporadic,small,-0.337,0.575,-1.342,0.019,0.002,2,2,3,1,2.0,2.0,3.84,3.21,1.36,3.85,0.183,0.798,0.509,6,0.846,0.913,0.0
557,baseline_sporadic,small,-0.613,0.501,-1.366,-0.895,-0.013,2,1,2,3,1.5,2.5,3.84,4.6,2.26,4.11,0.136,0.798,0.741,9,0.85,0.874,0.0
558,baseline_sporadic,small,-0.302,0.05,-0.149,1.053,-0.302,1,1,1,1,1.0,1.0,3.99,2.28,1.83,1.54,0.201,0.742,0.522,0,0.891,0.984,0.0
559,baseline_sporadic,medium,-0.388,0.007,0.503,-1.257,0.153,3,2,3,2,2.5,2.5,4.82,5.0,3.0,4.84,0.09,0.885,0.787,10,0.915,0.868,0.0
560,baseline_sporadic,small,0.17,-0.66,1.796,0.314,1.271,3,3,2,2,3.0,2.0,3.71,4.45,2.49,3.59,0.179,0.85,0.634,8,0.854,0.929,0.0
561,baseline_sporadic,small,0.161,0.699,0.706,1.447,-0.554,1,1,2,1,1.0,1.5,2.62,2.79,1.24,1.0,0.261,0.773,0.512,2,0.853,0.963,0.0
562,baseline_sporadic,small,0.003,0.421,-0.243,0.773,0.928,2,2,2,2,2.0,2.0,2.24,3.22,1.72,2.06,0.209,0.773,0.68,7,0.856,0.907,0.0
563,baseline_sporadic,small,0.437,0.492,-1.026,2.354,-1.202,1,2,4,2,1.5,3.0,2.4,2.81,1.13,1.14,0.188,0.83,0.556,3,0.88,0.936,0.0
564,baseline_sporadic,small,1.191,-0.526,1.23,1.523,-0.061,2,1,1,2,1.5,1.5,2.44,2.96,1.98,1.59,0.226,0.793,0.585,4,0.882,0.993,0.0
565,baseline_sporadic,small,0.95,-2.153,-0.965,0.011,0.171,2,1,1,2,1.5,1.5,4.06,3.7,1.42,3.16,0.162,0.751,0.588,5,0.824,0.967,0.0
566,baseline_sporadic,small,-1.485,1.097,1.628,0.625,2.175,3,1,3,2,2.0,2.5,3.7,3.53,2.57,3.4,0.118,0.907,0.722,6,0.878,0.903,0.0
567,baseline_sporadic,small,-2.5,-0.479,-0.284,0.557,0.225,2,1,2,2,1.5,2.0,4.22,3.37,2.03,2.95,0.116,0.844,0.649,4,0.839,0.94,0.0
568,baseline_sporadic,small,0.934,-0.863,1.591,-0.824,-1.701,3,1,2,2,2.0,2.0,5.0,5.0,2.37,4.32,0.11,0.865,0.764,8,0.904,0.865,0.0
569,baseline_sporadic,medium,-1.367,0.693,0.679,-0.246,-1.499,1,1,2,2,1.0,2.0,4.58,4.85,1.68,2.69,0.196,0.748,0.678,6,0.869,0.935,0.0
570,baseline_sporadic,small,-0.225,-0.392,-0.137,0.095,0.534,1,3,3,2,2.0,2.5,4.05,4.3,1.41,3.35,0.124,0.786,0.746,6,0.85,0.924,0.0
571,baseline_sporadic,small,-1.17,1.06,-0.519,-1.233,1.114,5,1,2,2,3.0,2.0,5.0,3.75,2.28,4.39,0.15,0.886,0.635,6,0.858,0.911,0.0
572,baseline_sporadic,medium,-1.802,0.617,-0.341,0.643,0.875,1,2,2,2,1.5,2.0,2.48,3.94,1.68,2.79,0.175,0.801,0.508,5,0.851,0.932,0.0
573,baseline_sporadic,small,0.541,0.684,0.428,0.376,0.668,1,1,3,1,1.0,2.0,3.56,4.7,1.0,3.35,0.203,0.766,0.647,6,0.869,0.911,0.0
574,baseline_sporadic,small,0.759,-1.366,0.077,-0.906,1.662,3,3,3,2,3.0,2.5,4.48,5.0,2.55,5.0,0.143,0.886,0.668,8,0.886,0.848,0.0
575,baseline_sporadic,medium,-0.577,1.212,-0.594,0.964,-0.04,1,3,4,1,2.0,2.5,4.14,4.27,2.52,3.68,0.118,0.894,0.644,8,0.843,0.926,0.0
576,baseline_sporadic,medium,-2.5,0.261,-0.166,1.244,1.395,2,2,3,2,2.0,2.5,5.0,4.66,2.22,3.33,0.166,0.88,0.687,3,0.901,0.926,0.0
577,baseline_sporadic,small,-0.546,-0.369,0.079,0.804,-1.132,4,2,1,2,3.0,1.5,4.14,3.68,1.66,2.93,0.152,0.807,0.602,2,0.893,0.953,0.0
578,baseline_sporadic,medium,0.392,0.143,-2.129,0.308,-0.405,1,1,1,2,1.0,1.5,1.74,3.83,1.84,1.88,0.221,0.726,0.498,3,0.835,0.952,0.0
579,baseline_sporadic,small,-1.479,-1.776,0.458,1.132,-1.307,1,1,1,1,1.0,1.0,2.64,2.28,1.13,1.0,0.185,0.709,0.52,3,0.857,0.932,0.0
580,baseline_sporadic,small,0.183,0.409,-0.98,1.212,0.225,1,3,2,2,2.0,2.0,3.37,3.62,1.88,3.06,0.138,0.78,0.673,4,0.898,0.921,0.0
581,baseline_sporadic,small,-0.015,-1.029,-1.153,0.877,0.454,3,1,3,3,2.0,3.0,3.86,4.95,3.01,3.58,0.147,0.807,0.643,5,0.887,0.948,0.0
582,baseline_sporadic,large,0.579,-1.353,-1.687,-0.142,0.614,3,2,2,3,2.5,2.5,3.74,3.9,2.95,3.39,0.154,0.854,0.688,8,0.857,0.91,0.0
583,baseline_sporadic,small,0.12,-1.522,-1.794,0.849,0.562,1,2,1,2,1.5,1.5,3.21,2.6,2.03,1.78,0.176,0.735,0.533,4,0.873,0.971,0.0
584,baseline_sporadic,small,-0.973,1.113,-1.355,1.676,-0.428,2,1,1,1,1.5,1.0,1.61,2.74,1.08,1.0,0.16,0.783,0.321,2,0.912,0.916,0.0
585,baseline_sporadic,small,1.197,-0.629,-0.709,0.063,0.31,3,2,3,3,2.5,3.0,3.8,4.28,2.86,4.15,0.098,0.816,0.755,9,0.871,0.894,0.0
586,baseline_sporadic,small,-0.159,1.534,1.953,2.488,-0.997,4,2,2,1,3.0,1.5,3.6,3.37,1.0,2.4,0.198,0.8,0.625,3,0.846,0.94,0.0
587,baseline_sporadic,small,-0.027,-0.536,-0.526,0.127,1.863,2,3,3,2,2.5,2.5,3.57,3.88,2.14,3.51,0.119,0.938,0.768,6,0.873,0.927,0.0
588,baseline_sporadic,small,-0.933,-1.707,0.178,0.629,0.196,1,1,2,3,1.0,2.5,4.03,4.91,2.26,2.12,0.154,0.773,0.604,6,0.865,0.937,0.0
589,baseline_sporadic,small,-0.443,-1.117,0.4,-0.005,0.011,1,1,3,2,1.0,2.5,3.08,2.94,2.55,2.84,0.208,0.806,0.577,4,0.846,1.0,0.0
590,baseline_sporadic,small,-0.885,1.236,0.131,0.801,2.089,2,1,3,2,1.5,2.5,4.94,4.6,2.34,3.4,0.11,0.802,0.692,3,0.875,0.867,0.0
591,baseline_sporadic,small,-0.173,-0.156,-0.077,-0.968,-0.742,2,2,2,1,2.0,1.5,3.9,3.61,2.52,3.84,0.144,0.766,0.736,6,0.84,0.925,0.0
592,baseline_sporadic,small,1.712,-0.548,-1.195,0.109,-0.626,1,1,1,2,1.0,1.5,3.23,2.1,1.75,1.99,0.207,0.777,0.602,5,0.844,0.955,0.0
593,baseline_sporadic,small,-1.372,0.16,1.451,-0.383,-0.596,3,2,2,1,2.5,1.5,4.73,4.23,2.56,4.26,0.183,0.874,0.72,7,0.879,0.942,0.0
594,baseline_sporadic,small,-1.614,0.502,1.807,0.722,0.432,4,1,1,2,2.5,1.5,3.55,3.36,1.34,2.82,0.205,0.849,0.691,6,0.826,0.911,0.0
595,baseline_sporadic,medium,1.471,1.117,-1.683,1.495,0.932,1,2,2,1,1.5,1.5,2.8,2.12,1.02,1.42,0.246,0.656,0.495,0,0.868,1.033,0.0
596,baseline_sporadic,small,-0.209,1.448,-1.024,1.181,1.24,3,3,2,1,3.0,1.5,3.82,2.21,1.88,2.76,0.181,0.844,0.614,5,0.82,0.932,0.0
597,baseline_sporadic,small,-0.669,-0.36,-0.28,-1.5,2.5,3,2,2,1,2.5,1.5,5.0,4.54,2.68,4.77,0.122,0.91,0.853,9,0.837,0.858,0.0
598,baseline_sporadic,small,1.04,-1.326,-0.965,2.438,-1.749,1,2,1,2,1.5,1.5,2.84,3.26,1.0,1.0,0.28,0.77,0.491,0,0.84,0.98,0.0
599,baseline_sporadic,small,-0.606,-0.413,0.506,0.866,1.109,3,2,3,1,2.5,2.0,3.73,4.12,2.24,3.9,0.145,0.892,0.576,7,0.868,0.905,0.0
600,baseline_sporadic,small,1.826,0.26,-0.728,-0.099,-0.057,2,2,2,2,2.0,2.0,3.94,4.04,2.64,3.99,0.207,0.758,0.642,6,0.885,1.033,0.0
601,baseline_sporadic,small,0.678,-0.964,2.165,0.741,-0.086,4,3,2,2,3.5,2.0,5.0,4.35,2.11,4.41,0.13,0.892,0.669,11,0.867,0.936,0.0
602,baseline_sporadic,small,-0.488,-0.957,1.191,0.759,-0.12,1,2,2,1,1.5,1.5,4.2,3.26,3.17,3.44,0.166,0.83,0.632,2,0.857,0.928,0.0
603,baseline_sporadic,small,2.157,0.344,0.213,-0.0,-0.409,2,1,2,1,1.5,1.5,3.16,2.55,1.57,2.87,0.269,0.668,0.556,7,0.862,0.983,0.0
604,baseline_sporadic,small,-0.606,-0.049,1.027,0.778,2.185,3,1,4,1,2.0,2.5,4.07,2.73,1.8,3.37,0.155,0.815,0.697,5,0.846,0.95,0.0
605,baseline_sporadic,small,0.742,0.033,1.106,0.053,1.342,3,2,3,2,2.5,2.5,4.33,4.1,2.07,3.17,0.195,0.879,0.689,4,0.865,0.958,0.0
606,baseline_sporadic,small,0.299,-0.758,-0.564,0.236,0.523,3,2,1,2,2.5,1.5,3.77,3.65,2.01,3.41,0.176,0.852,0.521,5,0.834,0.846,0.0
607,baseline_sporadic,small,1.302,-0.23,-0.816,-0.018,1.851,2,1,4,2,1.5,3.0,3.33,4.87,2.08,3.65,0.136,0.77,0.724,7,0.867,0.938,0.0
608,baseline_sporadic,small,1.562,-0.924,0.078,-0.689,-1.013,1,2,2,3,1.5,2.5,4.23,4.9,1.54,4.99,0.147,0.865,0.738,9,0.864,0.911,0.0
609,baseline_sporadic,small,0.032,0.89,0.862,0.731,-0.831,3,2,1,2,2.5,1.5,5.0,4.0,1.58,3.81,0.163,0.834,0.697,8,0.848,0.883,0.0
610,baseline_sporadic,small,-0.753,1.035,0.139,1.127,-1.678,2,2,1,2,2.0,1.5,3.73,3.03,1.65,2.07,0.156,0.828,0.556,6,0.863,0.954,0.0
611,baseline_sporadic,small,0.46,-1.846,-1.577,1.063,-0.199,1,2,2,1,1.5,1.5,1.21,2.11,2.39,1.68,0.172,0.724,0.462,2,0.858,1.018,0.0
612,baseline_sporadic,medium,-0.678,-0.93,-0.803,1.338,0.662,2,1,2,3,1.5,2.5,4.12,3.73,3.09,2.93,0.187,0.863,0.669,6,0.885,0.945,0.0
613,baseline_sporadic,small,2.013,-1.497,-0.074,0.892,0.603,1,1,3,2,1.0,2.5,4.24,3.89,2.63,3.17,0.182,0.807,0.743,6,0.831,0.963,0.0
614,baseline_sporadic,small,0.137,-0.65,-0.076,0.121,0.649,2,1,2,2,1.5,2.0,3.62,1.98,1.57,2.14,0.188,0.771,0.649,4,0.858,0.995,0.0
615,baseline_sporadic,medium,-0.365,-0.083,1.973,1.356,-0.911,1,2,1,1,1.5,1.0,3.65,2.19,1.05,1.79,0.214,0.749,0.566,2,0.84,0.932,0.0
616,baseline_sporadic,medium,0.185,-1.45,-1.386,-0.622,1.303,3,1,3,3,2.0,3.0,3.98,4.11,2.44,4.19,0.112,0.854,0.745,7,0.886,0.844,0.0
617,baseline_sporadic,small,-1.347,-0.922,0.506,-0.211,0.74,2,3,3,2,2.5,2.5,4.29,4.46,3.46,4.55,0.15,0.979,0.649,8,0.88,0.922,0.0
618,baseline_sporadic,small,-0.972,-1.004,1.489,-0.268,1.233,2,2,3,2,2.0,2.5,5.0,3.67,2.23,3.7,0.096,0.869,0.809,6,0.882,0.882,0.0
619,baseline_sporadic,medium,1.2,0.207,2.271,1.572,-1.393,3,2,2,1,2.5,1.5,3.36,3.14,1.0,1.83,0.205,0.731,0.637,2,0.844,0.911,0.0
620,baseline_sporadic,small,-0.657,0.069,-0.404,1.449,0.811,1,2,2,2,1.5,2.0,1.78,3.02,1.34,2.2,0.178,0.774,0.583,5,0.876,0.938,0.0
621,baseline_sporadic,small,-1.047,-0.722,0.491,1.039,-0.688,2,1,2,2,1.5,2.0,3.41,3.24,2.22,1.93,0.166,0.81,0.595,5,0.829,0.953,0.0
622,baseline_sporadic,small,0.537,0.177,0.57,1.565,0.103,1,2,3,1,1.5,2.0,3.12,2.58,2.02,1.39,0.158,0.792,0.612,3,0.826,0.925,0.0
623,baseline_sporadic,small,1.186,-0.547,0.195,-0.191,1.034,2,2,3,1,2.0,2.0,5.0,3.56,2.09,3.8,0.2,0.759,0.771,8,0.837,0.917,0.0
624,baseline_sporadic,small,0.719,-0.272,-0.099,0.914,0.591,2,1,2,2,1.5,2.0,3.44,2.6,2.21,1.99,0.216,0.844,0.709,4,0.86,0.932,0.0
625,baseline_sporadic,small,0.996,1.673,0.436,0.487,-0.352,2,1,3,2,1.5,2.5,3.63,4.09,1.0,2.57,0.159,0.809,0.724,5,0.878,0.922,0.0
626,baseline_sporadic,small,-0.757,1.34,-2.5,1.362,0.506,3,2,1,3,2.5,2.0,3.86,3.89,1.88,2.89,0.166,0.867,0.64,6,0.803,0.864,0.0
627,baseline_sporadic,small,-1.422,-1.3,0.682,0.496,-1.032,2,1,3,1,1.5,2.0,3.86,3.02,2.44,2.12,0.172,0.812,0.563,4,0.885,0.93,0.0
628,baseline_sporadic,small,1.501,0.83,0.126,0.254,1.65,3,2,1,2,2.5,1.5,3.43,4.9,1.55,2.95,0.152,0.785,0.647,5,0.865,0.886,0.0
629,baseline_sporadic,small,-0.323,0.811,-0.222,1.087,0.295,1,1,2,1,1.0,1.5,3.8,2.77,1.07,2.95,0.165,0.77,0.586,1,0.828,0.956,0.0
630,baseline_sporadic,small,-0.251,-1.148,2.047,1.389,1.619,3,3,2,3,3.0,2.5,4.25,4.92,1.0,3.59,0.158,0.928,0.735,6,0.868,0.86,0.0
631,baseline_sporadic,small,1.328,0.819,-0.675,-0.002,-0.027,2,2,2,2,2.0,2.0,4.0,3.47,3.1,3.22,0.191,0.798,0.761,3,0.885,0.963,0.0
632,baseline_sporadic,medium,0.556,1.538,-0.403,0.545,-0.024,2,2,3,1,2.0,2.0,3.86,2.18,1.55,2.89,0.157,0.837,0.648,4,0.875,0.91,0.0
633,baseline_sporadic,small,0.456,-1.123,1.992,-0.353,-0.264,1,2,1,2,1.5,1.5,3.52,4.09,2.23,3.67,0.16,0.772,0.761,4,0.887,0.909,0.0
634,baseline_sporadic,small,2.165,-0.918,-0.832,-1.5,1.376,3,2,3,2,2.5,2.5,4.76,5.0,3.14,5.0,0.14,0.86,0.702,7,0.838,0.919,0.0
635,baseline_sporadic,small,-0.644,1.018,-0.55,0.78,-0.209,2,3,2,1,2.5,1.5,3.57,3.55,2.8,2.96,0.145,0.795,0.646,4,0.854,0.897,0.0
636,baseline_sporadic,small,0.928,0.271,-0.147,1.148,1.145,1,1,3,1,1.0,2.0,3.01,2.7,1.56,2.37,0.177,0.808,0.526,3,0.839,0.947,0.0
637,baseline_sporadic,small,0.057,0.551,0.841,0.836,0.118,1,2,2,3,1.5,2.5,4.68,3.62,1.6,2.02,0.119,0.771,0.568,5,0.896,0.899,0.0
638,baseline_sporadic,small,0.269,0.341,0.208,-1.155,-1.476,3,1,2,2,2.0,2.0,4.92,4.09,2.6,4.07,0.192,0.823,0.742,8,0.876,0.915,0.0
639,baseline_sporadic,small,1.528,0.391,-1.293,0.284,-0.07,2,1,2,2,1.5,2.0,4.2,3.47,2.76,3.33,0.222,0.768,0.572,3,0.912,0.969,0.0
640,baseline_sporadic,small,0.508,-1.326,-0.532,-1.397,-0.679,2,2,2,2,2.0,2.0,4.79,5.0,2.47,5.0,0.113,0.836,0.75,8,0.859,0.868,0.0
641,baseline_sporadic,small,0.538,1.047,-0.607,1.833,0.534,1,1,2,2,1.0,2.0,3.44,3.01,1.0,1.12,0.213,0.77,0.562,3,0.841,0.916,0.0
642,baseline_sporadic,small,1.073,1.17,-0.077,-0.377,-0.69,1,2,3,2,1.5,2.5,4.6,4.65,1.36,4.1,0.139,0.813,0.795,7,0.865,0.919,0.0
643,baseline_sporadic,small,-0.365,-0.229,0.426,1.73,1.426,3,1,2,2,2.0,2.0,3.22,3.0,1.0,1.62,0.165,0.855,0.497,3,0.885,0.929,0.0
644,baseline_sporadic,small,-0.839,-0.043,0.418,1.451,0.409,2,2,1,2,2.0,1.5,3.18,2.84,2.13,1.94,0.164,0.763,0.622,4,0.853,0.94,0.0
645,baseline_sporadic,small,-1.045,-1.531,-1.776,-0.211,0.322,1,1,3,2,1.0,2.5,3.16,3.13,1.97,3.56,0.135,0.849,0.669,7,0.867,0.922,0.0
646,baseline_sporadic,medium,-1.966,0.514,1.064,-0.42,1.156,3,2,3,2,2.5,2.5,5.0,4.19,2.09,4.89,0.154,0.901,0.834,6,0.871,0.906,0.0
647,baseline_sporadic,small,2.056,0.572,0.253,0.915,1.464,2,1,3,1,1.5,2.0,3.46,1.0,1.37,1.36,0.207,0.748,0.586,3,0.857,0.972,0.0
648,baseline_sporadic,small,-1.103,-0.062,1.385,-0.16,0.48,4,1,2,1,2.5,1.5,4.02,3.5,2.22,3.08,0.126,0.838,0.592,8,0.85,0.917,0.0
649,baseline_sporadic,medium,-0.221,1.124,0.444,0.692,-0.271,3,2,1,1,2.5,1.0,4.36,3.3,1.67,2.7,0.157,0.787,0.545,6,0.856,0.873,0.0
650,baseline_sporadic,small,-0.277,-0.334,1.101,0.165,-1.274,2,1,1,3,1.5,2.0,3.15,4.17,1.86,3.08,0.199,0.86,0.555,6,0.854,0.886,0.0
651,baseline_sporadic,small,0.307,0.565,0.467,-1.003,-0.186,2,2,2,3,2.0,2.5,4.6,4.4,3.36,4.43,0.092,0.836,0.797,9,0.871,0.95,0.0
652,baseline_sporadic,small,0.816,-1.02,1.346,-1.407,-0.117,1,1,2,1,1.0,1.5,5.0,4.39,3.25,4.97,0.164,0.817,0.795,9,0.885,0.92,0.0
653,baseline_sporadic,small,0.86,-0.024,0.522,0.804,0.607,1,2,2,2,1.5,2.0,3.81,1.83,1.0,2.34,0.236,0.744,0.593,7,0.89,0.992,0.0
654,baseline_sporadic,small,-0.583,-0.174,-0.098,0.095,0.155,1,1,3,1,1.0,2.0,3.7,3.61,2.17,3.21,0.178,0.81,0.675,5,0.845,0.921,0.0
655,baseline_sporadic,small,-0.167,0.225,2.272,0.102,1.188,3,2,2,3,2.5,2.5,4.89,2.97,1.83,3.12,0.145,0.813,0.656,5,0.855,0.919,0.0
656,baseline_sporadic,small,0.283,-0.37,0.889,1.226,-0.113,2,2,2,1,2.0,1.5,3.51,2.29,1.53,2.65,0.248,0.761,0.597,4,0.838,0.952,0.0
657,baseline_sporadic,small,-0.249,-0.131,0.574,1.656,0.443,1,1,2,2,1.0,2.0,1.91,2.81,1.69,1.0,0.206,0.752,0.561,7,0.86,1.028,0.0
658,baseline_sporadic,small,1.607,0.826,-1.276,0.355,1.684,2,1,3,2,1.5,2.5,3.49,4.82,1.94,3.8,0.155,0.881,0.579,4,0.85,0.927,0.0
659,baseline_sporadic,small,0.491,-0.437,-1.288,0.293,0.842,2,1,2,3,1.5,2.5,4.9,4.17,2.23,4.12,0.148,0.842,0.698,6,0.869,0.9,0.0
660,baseline_sporadic,small,0.735,-1.607,0.293,1.05,0.44,3,2,2,2,2.5,2.0,3.25,3.62,2.31,2.65,0.135,0.88,0.674,3,0.887,0.859,0.0
